Ngày,Địa chỉ,Quận,Huyện,Loại hình nhà ở,Giấy tờ pháp lý,Số tầng,Số phòng ngủ,Diện tích,Dài,Rộng,Giá/m2
8/4/2020,"Đường Hà Trì 1, Phường Hà Cầu, Quận Hà Đông, Hà Nội",Quận Hà Đông,Phường Hà Cầu,"Nhà ngõ, hẻm",Đã có sổ,5,4 phòng,35 m²,NaN,NaN,"71,43 triệu/m²"
8/4/2020,"duong lam, Phường Văn Quán, Quận Hà Đông, Hà Nội",Quận Hà Đông,Phường Văn Quán,"Nhà ngõ, hẻm",Đã có sổ,5,6 phòng,52 m²,10 m,5 m,"103,85 triệu/m²"
8/4/2020,"Cầu Khê Tang, Quận Hà Đông, Hà Nội",Quận Hà Đông,NaN,"Nhà ngõ, hẻm",NaN,NaN,3 phòng,36 m²,NaN,NaN,"43,06 triệu/m²"
8/4/2020,"Cầu Khê Tang, Phường Kiến Hưng, Quận Hà Đông, Hà Nội",Quận Hà Đông,Phường Kiến Hưng,"Nhà ngõ, hẻm",NaN,NaN,3 phòng,36 m²,NaN,NaN,"43,06 triệu/m²"
8/4/2020,"Nghĩa Bình, Phường Yên Nghĩa, Quận Hà Đông, Hà Nội",Quận Hà Đông,Phường Yên Nghĩa,"Nhà ngõ, hẻm",Đã có sổ,4,4 phòng,36 m²,10 m,3.6 m,"40,28 triệu/m²"
8/4/2020,"Đường Cầu Am, Phường Vạn Phúc, Quận Hà Đông, Hà Nội",Quận Hà Đông,Phường Vạn Phúc,"Nhà ngõ, hẻm",Đã có sổ,5,4 phòng,33 m²,NaN,3.8 m,"66,67 triệu/m²"
8/4/2020,"Đường Phố Lụa, Phường Vạn Phúc, Quận Hà Đông, Hà Nội",Quận Hà Đông,Phường Vạn Phúc,"Nhà ngõ, hẻm",Đã có sổ,4,4 phòng,40 m²,NaN,NaN,75 triệu/m²
8/4/2020,"890, Đường Phố Lụa||1855, Phường Vạn Phúc, Quận Hà Đông, Hà Nội",Quận Hà Đông,Phường Vạn Phúc,"Nhà ngõ, hẻm",NaN,NaN,3 phòng,33 m²,NaN,NaN,"81,82 triệu/m²"
8/4/2020,"Đường Đa Sĩ, Phường Hà Cầu, Quận Hà Đông, Hà Nội",Quận Hà Đông,Phường Hà Cầu,"Nhà ngõ, hẻm",Đã có sổ,2,2 phòng,41 m²,11 m,3.9 m,"43,9 triệu/m²"
8/4/2020,"Đường Mậu Lương||1814, Phường Kiến Hưng, Quận Hà Đông, Hà Nội",Quận Hà Đông,Phường Kiến Hưng,"Nhà mặt phố, mặt tiền",NaN,NaN,4 phòng,35 m²,8.3 m,4 m,"74,29 triệu/m²"
8/4/2020,"Đường Phố Lụa||1855, Phường Vạn Phúc, Quận Hà Đông, Hà Nội",Quận Hà Đông,Phường Vạn Phúc,"Nhà ngõ, hẻm",NaN,NaN,3 phòng,34 m²,NaN,NaN,"79,41 triệu/m²"
8/4/2020,"Đa Sỹ, Phường Kiến Hưng, Quận Hà Đông, Hà Nội",Quận Hà Đông,Phường Kiến Hưng,"Nhà mặt phố, mặt tiền",NaN,NaN,3 phòng,37 m²,10 m,4 m,"45,68 triệu/m²"
8/4/2020,"Đường Phùng Hưng, Phường Phúc La, Quận Hà Đông, Hà Nội",Quận Hà Đông,Phường Phúc La,"Nhà ngõ, hẻm",Đã có sổ,5,4 phòng,35 m²,NaN,NaN,"85,71 triệu/m²"
8/4/2020,"Yên Hòa, Phường Yên Nghĩa, Quận Hà Đông, Hà Nội",Quận Hà Đông,Phường Yên Nghĩa,"Nhà ngõ, hẻm",Đã có sổ,4,4 phòng,39 m²,10 m,3.9 m,"42,31 triệu/m²"
8/4/2020,"Đường Bà Triệu, Phường Hà Cầu, Quận Hà Đông, Hà Nội",Quận Hà Đông,Phường Hà Cầu,"Nhà mặt phố, mặt tiền",NaN,NaN,4 phòng,40 m²,10 m,5 m,"62,5 triệu/m²"
8/4/2020,"Đường Hòa Bình||1785, Phường Yên Nghĩa, Quận Hà Đông, Hà Nội",Quận Hà Đông,Phường Yên Nghĩa,"Nhà ngõ, hẻm",Đã có sổ,4,3 phòng,39.8 m²,6.7 m,6 m,"41,54 triệu/m²"
8/4/2020,"Đường Yên Hòa, Phường Yên Nghĩa, Quận Hà Đông, Hà Nội",Quận Hà Đông,Phường Yên Nghĩa,"Nhà ngõ, hẻm",Đã có sổ,4,3 phòng,37 m²,10.2 m,3.6 m,"37,84 triệu/m²"
8/4/2020,"Ao Sen, Phường Mộ Lao, Quận Hà Đông, Hà Nội",Quận Hà Đông,Phường Mộ Lao,"Nhà ngõ, hẻm",Đã có sổ,4,4 phòng,45 m²,12 m,NaN,"111,11 triệu/m²"
8/4/2020,"THANH BÌNH 123, Phường Mộ Lao, Quận Hà Đông, Hà Nội",Quận Hà Đông,Phường Mộ Lao,"Nhà ngõ, hẻm",Đã có sổ,5,9 phòng,38 m²,10 m,3.8 m,"94,74 triệu/m²"
8/4/2020,"Bà Triệu, Phường Hà Cầu, Quận Hà Đông, Hà Nội",Quận Hà Đông,Phường Hà Cầu,"Nhà mặt phố, mặt tiền",NaN,NaN,4 phòng,45 m²,5.5 m,8 m,"61,11 triệu/m²"
8/4/2020,"Đường Cầu Am, Phường Vạn Phúc, Quận Hà Đông, Hà Nội",Quận Hà Đông,Phường Vạn Phúc,"Nhà ngõ, hẻm",Đã có sổ,5,4 phòng,32 m²,NaN,3.5 m,"70,31 triệu/m²"
8/4/2020,"Khu đô thị Geleximco Đường Lê Trọng Tấn, Phường Dương Nội, Quận Hà Đông, Hà Nội",Quận Hà Đông,Phường Dương Nội,"Nhà ngõ, hẻm",Đã có sổ,3,3 phòng,33 m²,NaN,4 m,"28,79 triệu/m²"
8/4/2020,"Trần Phú, Phường Văn Quán, Quận Hà Đông, Hà Nội",Quận Hà Đông,Phường Văn Quán,"Nhà mặt phố, mặt tiền",NaN,NaN,6 phòng,60 m²,12 m,5 m,"83,33 triệu/m²"
8/4/2020,"quang trung, Phường Yên Nghĩa, Quận Hà Đông, Hà Nội",Quận Hà Đông,Phường Yên Nghĩa,"Nhà ngõ, hẻm",NaN,NaN,3 phòng,36 m²,9 m,4 m,"52,78 triệu/m²"
8/4/2020,"Đường Vạn Phúc, Phường Vạn Phúc, Quận Hà Đông, Hà Nội",Quận Hà Đông,Phường Vạn Phúc,"Nhà ngõ, hẻm",Đã có sổ,4,4 phòng,50 m²,NaN,NaN,110 triệu/m²
8/4/2020,"quang trung, Phường Yên Nghĩa, Quận Hà Đông, Hà Nội",Quận Hà Đông,Phường Yên Nghĩa,"Nhà ngõ, hẻm",NaN,NaN,3 phòng,32 m²,8 m,4 m,"53,13 triệu/m²"
8/4/2020,"Đường Trần Đăng Ninh, Phường Quang Trung, Quận Hà Đông, Hà Nội",Quận Hà Đông,Phường Quang Trung,"Nhà mặt phố, mặt tiền",Đã có sổ,5,4 phòng,33 m²,NaN,3.3 m,"157,58 triệu/m²"
8/4/2020,"Phố Lụa, Phường Vạn Phúc, Quận Hà Đông, Hà Nội",Quận Hà Đông,Phường Vạn Phúc,"Nhà ngõ, hẻm",Đã có sổ,4,3 phòng,34 m²,10 m,3.4 m,"79,41 triệu/m²"
8/4/2020,"Huyền Kỳ, Phường Phú Lương, Quận Hà Đông, Hà Nội",Quận Hà Đông,Phường Phú Lương,"Nhà ngõ, hẻm",Đã có sổ,4,4 phòng,37 m²,10 m,3.7 m,"45,68 triệu/m²"
8/4/2020,"11, Đường 19/5, Phường Văn Quán, Quận Hà Đông, Hà Nội",Quận Hà Đông,Phường Văn Quán,"Nhà ngõ, hẻm",Đã có sổ,4,2 phòng,30 m²,9 m,3.5 m,"78,33 triệu/m²"
8/4/2020,"Quang trung, Phường Yên Nghĩa, Quận Hà Đông, Hà Nội",Quận Hà Đông,Phường Yên Nghĩa,"Nhà ngõ, hẻm",NaN,NaN,3 phòng,32 m²,8 m,4 m,"56,25 triệu/m²"
8/4/2020,"Đường Phùng Hưng, Phường Kiến Hưng, Quận Hà Đông, Hà Nội",Quận Hà Đông,Phường Kiến Hưng,"Nhà mặt phố, mặt tiền",Đã có sổ,1,4 phòng,120 m²,NaN,NaN,"58,33 triệu/m²"
8/4/2020,"Đường Yên Nghĩa, Phường Yên Nghĩa, Quận Hà Đông, Hà Nội",Quận Hà Đông,Phường Yên Nghĩa,"Nhà ngõ, hẻm",NaN,NaN,3 phòng,32 m²,8 m,4 m,"56,25 triệu/m²"
8/4/2020,"Đường Hoàng Hoa Thám, Phường Nguyễn Trãi, Quận Hà Đông, Hà Nội",Quận Hà Đông,Phường Nguyễn Trãi,"Nhà ngõ, hẻm",Đã có sổ,3,4 phòng,36 m²,7 m,5 m,"76,39 triệu/m²"
8/4/2020,"Đường Quang Trung, Phường Quang Trung, Quận Hà Đông, Hà Nội",Quận Hà Đông,Phường Quang Trung,"Nhà mặt phố, mặt tiền",Đã có sổ,3,4 phòng,40 m²,NaN,3.5 m,"97,5 triệu/m²"
8/4/2020,"Đường Lê Trọng Tấn, Phường La Khê, Quận Hà Đông, Hà Nội",Quận Hà Đông,Phường La Khê,"Nhà ngõ, hẻm",Đã có sổ,4,3 phòng,33 m²,NaN,NaN,"78,79 triệu/m²"
8/4/2020,"78, Đường Hòa Bình, Phường Yên Nghĩa, Quận Hà Đông, Hà Nội",Quận Hà Đông,Phường Yên Nghĩa,"Nhà ngõ, hẻm",Đã có sổ,4,4 phòng,41 m²,NaN,NaN,"39,02 triệu/m²"
8/4/2020,"Đường Cầu Đơ 2, Phường Nguyễn Trãi, Quận Hà Đông, Hà Nội",Quận Hà Đông,Phường Nguyễn Trãi,"Nhà ngõ, hẻm",Đã có sổ,3,4 phòng,35 m²,NaN,6 m,80 triệu/m²
8/4/2020,"Đường Tố Hữu, Phường Yên Nghĩa, Quận Hà Đông, Hà Nội",Quận Hà Đông,Phường Yên Nghĩa,"Nhà ngõ, hẻm",NaN,NaN,3 phòng,34 m²,9.7 m,3.5 m,"43,24 triệu/m²"
8/4/2020,"Đường Lê Hữu Trác, Phường Yên Nghĩa, Quận Hà Đông, Hà Nội",Quận Hà Đông,Phường Yên Nghĩa,"Nhà ngõ, hẻm",Đã có sổ,4,3 phòng,31 m²,NaN,4 m,"45,16 triệu/m²"
8/4/2020,"Đường Lê Lợi, Phường Quang Trung, Quận Hà Đông, Hà Nội",Quận Hà Đông,Phường Quang Trung,"Nhà mặt phố, mặt tiền",Đã có sổ,3,4 phòng,83 m²,NaN,4 m,"91,57 triệu/m²"
8/4/2020,"Đường Thanh Lãm||1887, Phường Phú Lãm, Quận Hà Đông, Hà Nội",Quận Hà Đông,Phường Phú Lãm,"Nhà ngõ, hẻm",NaN,NaN,3 phòng,35 m²,10 m,3.5 m,"46,29 triệu/m²"
8/4/2020,"Đường Động Lãm||1770, Phường Phú Lương, Quận Hà Đông, Hà Nội",Quận Hà Đông,Phường Phú Lương,"Nhà ngõ, hẻm",NaN,NaN,3 phòng,32 m²,8 m,4 m,"44,38 triệu/m²"
8/4/2020,"Đường Quang Trung||1869, Phường La Khê, Quận Hà Đông, Hà Nội",Quận Hà Đông,Phường La Khê,"Nhà ngõ, hẻm",Đã có sổ,NaN,3 phòng,31 m²,NaN,NaN,"75,81 triệu/m²"
8/4/2020,"Đường Quang Trung, Phường Yên Nghĩa, Quận Hà Đông, Hà Nội",Quận Hà Đông,Phường Yên Nghĩa,"Nhà ngõ, hẻm",Đã có sổ,4,4 phòng,36 m²,NaN,4 m,"47,78 triệu/m²"
8/4/2020,"Đường Trinh Lương, Phường Phú Lương, Quận Hà Đông, Hà Nội",Quận Hà Đông,Phường Phú Lương,"Nhà ngõ, hẻm",NaN,NaN,3 phòng,32 m²,8 m,4 m,50 triệu/m²
8/4/2020,"Đường Quốc lộ 21B, Phường Phú Lương, Quận Hà Đông, Hà Nội",Quận Hà Đông,Phường Phú Lương,"Nhà ngõ, hẻm",Đã có sổ,4,4 phòng,37 m²,NaN,4 m,"43,24 triệu/m²"
8/4/2020,"Đường Tô Hiến Thành, Phường Văn Quán, Quận Hà Đông, Hà Nội",Quận Hà Đông,Phường Văn Quán,"Nhà ngõ, hẻm",NaN,NaN,3 phòng,35 m²,NaN,NaN,"94,29 triệu/m²"
8/4/2020,"Đường Nguyễn Viết Xuân, Phường Quang Trung, Quận Hà Đông, Hà Nội",Quận Hà Đông,Phường Quang Trung,"Nhà mặt phố, mặt tiền",Đã có sổ,5,3 phòng,42 m²,NaN,NaN,"133,33 triệu/m²"
8/4/2020,"Đường Phùng Hưng, Phường Phúc La, Quận Hà Đông, Hà Nội",Quận Hà Đông,Phường Phúc La,Nhà phố liền kề,Đã có sổ,5,5 phòng,55 m²,NaN,4.2 m,"101,82 triệu/m²"
8/4/2020,"Đường Vạn Phúc, Phường Vạn Phúc, Quận Hà Đông, Hà Nội",Quận Hà Đông,Phường Vạn Phúc,"Nhà mặt phố, mặt tiền",Đã có sổ,3,3 phòng,34 m²,10 m,35 m,"72,06 triệu/m²"
8/4/2020,"Đường Quốc lộ 21B, Phường Phú Lương, Quận Hà Đông, Hà Nội",Quận Hà Đông,Phường Phú Lương,"Nhà mặt phố, mặt tiền",NaN,NaN,5 phòng,70 m²,NaN,NaN,110 triệu/m²
8/4/2020,"Đường Bắc Lãm||1734, Phường Phú Lãm, Quận Hà Đông, Hà Nội",Quận Hà Đông,Phường Phú Lãm,"Nhà ngõ, hẻm",NaN,NaN,3 phòng,32 m²,8 m,4 m,"53,13 triệu/m²"
8/4/2020,"Đường Lê Trọng Tấn, Phường Dương Nội, Quận Hà Đông, Hà Nội",Quận Hà Đông,Phường Dương Nội,"Nhà ngõ, hẻm",NaN,NaN,3 phòng,30 m²,NaN,NaN,"61,67 triệu/m²"
8/4/2020,"Đường Kiến Hưng, Phường Kiến Hưng, Quận Hà Đông, Hà Nội",Quận Hà Đông,Phường Kiến Hưng,"Nhà ngõ, hẻm",NaN,NaN,4 phòng,33 m²,NaN,NaN,"71,21 triệu/m²"
8/4/2020,"Đường Ngô Thì Sỹ, Phường Vạn Phúc, Quận Hà Đông, Hà Nội",Quận Hà Đông,Phường Vạn Phúc,"Nhà ngõ, hẻm",NaN,NaN,3 phòng,34 m²,NaN,NaN,70 triệu/m²
8/4/2020,"Đường Lê Trọng Tấn, Phường Phú La, Quận Hà Đông, Hà Nội",Quận Hà Đông,Phường Phú La,"Nhà ngõ, hẻm",Đã có sổ,5,4 phòng,40 m²,11 m,4 m,75 triệu/m²
8/4/2020,"Đường Trần Phú, Phường Mộ Lao, Quận Hà Đông, Hà Nội",Quận Hà Đông,Phường Mộ Lao,"Nhà ngõ, hẻm",NaN,NaN,3 phòng,34 m²,NaN,NaN,"79,41 triệu/m²"
8/4/2020,"Đường Mậu Lương, Phường Kiến Hưng, Quận Hà Đông, Hà Nội",Quận Hà Đông,Phường Kiến Hưng,"Nhà ngõ, hẻm",Đã có sổ,3,6 phòng,36 m²,NaN,4.4 m,"120,83 triệu/m²"
8/4/2020,"Đường Vạn Phúc, Phường Vạn Phúc, Quận Hà Đông, Hà Nội",Quận Hà Đông,Phường Vạn Phúc,"Nhà ngõ, hẻm",NaN,NaN,3 phòng,32 m²,NaN,NaN,"75,94 triệu/m²"
8/4/2020,"Đường Lê Trọng Tấn, Phường La Khê, Quận Hà Đông, Hà Nội",Quận Hà Đông,Phường La Khê,"Nhà ngõ, hẻm",NaN,NaN,4 phòng,40 m²,NaN,NaN,"92,75 triệu/m²"
8/4/2020,"Động lãm, Phường Phú Lương, Quận Hà Đông, Hà Nội",Quận Hà Đông,Phường Phú Lương,"Nhà ngõ, hẻm",NaN,NaN,4 phòng,36 m²,10 m,3.6 m,"44,44 triệu/m²"
8/4/2020,"Đường Xa La||1920, Phường Phúc La, Quận Hà Đông, Hà Nội",Quận Hà Đông,Phường Phúc La,"Nhà ngõ, hẻm",Đã có sổ,3,3 phòng,69 m²,NaN,NaN,"78,26 triệu/m²"
8/4/2020,"Đường Xa La, Phường Phúc La, Quận Hà Đông, Hà Nội",Quận Hà Đông,Phường Phúc La,"Nhà ngõ, hẻm",Đã có sổ,3,3 phòng,69 m²,NaN,5.1 m,"78,26 triệu/m²"
8/4/2020,"Đường Yên Lộ, Phường Yên Nghĩa, Quận Hà Đông, Hà Nội",Quận Hà Đông,Phường Yên Nghĩa,"Nhà ngõ, hẻm",NaN,NaN,4 phòng,39 m²,10 m,3.9 m,"43,59 triệu/m²"
8/4/2020,"Đường Yên Phúc, Phường Văn Quán, Quận Hà Đông, Hà Nội",Quận Hà Đông,Phường Văn Quán,Nhà phố liền kề,NaN,NaN,4 phòng,76 m²,12 m,7 m,"126,32 triệu/m²"
8/4/2020,"253a ngõ 37 tổ 6, Đường Đa Sỹ||1761, Phường Kiến Hưng, Quận Hà Đông, Hà Nội",Quận Hà Đông,Phường Kiến Hưng,"Nhà ngõ, hẻm",Đã có sổ,NaN,3 phòng,37 m²,13 m,3 m,"53,19 triệu/m²"
8/4/2020,"Đường Đa Sỹ||1761, Phường Kiến Hưng, Quận Hà Đông, Hà Nội",Quận Hà Đông,Phường Kiến Hưng,"Nhà mặt phố, mặt tiền",NaN,NaN,4 phòng,38 m²,NaN,6.3 m,"89,47 triệu/m²"
8/4/2020,"Đường Chiến Thắng, Phường Văn Quán, Quận Hà Đông, Hà Nội",Quận Hà Đông,Phường Văn Quán,"Nhà ngõ, hẻm",Đã có sổ,5,5 phòng,42 m²,NaN,NaN,"64,29 triệu/m²"
8/4/2020,"Văn Phú, Phường La Khê, Quận Hà Đông, Hà Nội",Quận Hà Đông,Phường La Khê,"Nhà ngõ, hẻm",Đã có sổ,3,4 phòng,85 m²,20 m,4.2 m,"44,71 triệu/m²"
8/4/2020,"Đường Thanh Bình||1884, Phường Mộ Lao, Quận Hà Đông, Hà Nội",Quận Hà Đông,Phường Mộ Lao,"Nhà ngõ, hẻm",NaN,NaN,2 phòng,28 m²,NaN,NaN,"91,07 triệu/m²"
8/4/2020,"Đường Bờ Hội, Phường La Khê, Quận Hà Đông, Hà Nội",Quận Hà Đông,Phường La Khê,"Nhà ngõ, hẻm",Đã có sổ,4,4 phòng,31 m²,7 m,4.6 m,"66,13 triệu/m²"
8/4/2020,"Đường Trần Phú, Phường Quang Trung, Quận Hà Đông, Hà Nội",Quận Hà Đông,Phường Quang Trung,"Nhà mặt phố, mặt tiền",Đã có sổ,5,4 phòng,52 m²,NaN,NaN,"86,54 triệu/m²"
8/4/2020,"Đường 16, Phường Mộ Lao, Quận Hà Đông, Hà Nội",Quận Hà Đông,Phường Mộ Lao,"Nhà ngõ, hẻm",Đã có sổ,3,2 phòng,35 m²,NaN,NaN,"74,29 triệu/m²"
8/4/2020,"Đường Ngô Quyền, Phường Vạn Phúc, Quận Hà Đông, Hà Nội",Quận Hà Đông,Phường Vạn Phúc,"Nhà ngõ, hẻm",Đã có sổ,NaN,2 phòng,45 m²,NaN,NaN,"64,44 triệu/m²"
8/4/2020,"Đường Văn Quán, Phường Văn Quán, Quận Hà Đông, Hà Nội",Quận Hà Đông,Phường Văn Quán,"Nhà mặt phố, mặt tiền",NaN,NaN,3 phòng,33 m²,NaN,NaN,"99,09 triệu/m²"
8/4/2020,"12A/57, Đường Hòa Bình, Phường Yên Nghĩa, Quận Hà Đông, Hà Nội",Quận Hà Đông,Phường Yên Nghĩa,"Nhà ngõ, hẻm",Đã có sổ,4,4 phòng,40 m²,12 m,3.6 m,"40,5 triệu/m²"
8/4/2020,"Dương Lâm, Phường Văn Quán, Quận Hà Đông, Hà Nội",Quận Hà Đông,Phường Văn Quán,"Nhà ngõ, hẻm",Đã có sổ,5,6 phòng,50 m²,NaN,NaN,109 triệu/m²
8/4/2020,"Đường Lê Trọng Tấn, Phường La Khê, Quận Hà Đông, Hà Nội",Quận Hà Đông,Phường La Khê,"Nhà ngõ, hẻm",NaN,NaN,3 phòng,32 m²,NaN,NaN,"56,25 triệu/m²"
8/4/2020,"Đường 19/5, Phường Văn Quán, Quận Hà Đông, Hà Nội",Quận Hà Đông,Phường Văn Quán,"Nhà ngõ, hẻm",NaN,NaN,3 phòng,43 m²,NaN,4 m,"58,14 triệu/m²"
8/4/2020,"Quang Trung, Phường Quang Trung, Quận Hà Đông, Hà Nội",Quận Hà Đông,Phường Quang Trung,"Nhà ngõ, hẻm",NaN,NaN,1 phòng,25 m²,NaN,NaN,66 triệu/m²
8/4/2020,"Đường Nguyễn Trãi, Phường Nguyễn Trãi, Quận Hà Đông, Hà Nội",Quận Hà Đông,Phường Nguyễn Trãi,"Nhà mặt phố, mặt tiền",Đã có sổ,NaN,4 phòng,80 m²,NaN,NaN,"93,38 triệu/m²"
8/4/2020,"KĐT Văn Quán, Phường Văn Quán, Quận Hà Đông, Hà Nội",Quận Hà Đông,Phường Văn Quán,"Nhà ngõ, hẻm",Đã có sổ,NaN,3 phòng,26 m²,NaN,NaN,"103,46 triệu/m²"
8/4/2020,"Đường Ba La, Phường Phú La, Quận Hà Đông, Hà Nội",Quận Hà Đông,Phường Phú La,"Nhà ngõ, hẻm",Đang chờ sổ,2,2 phòng,46 m²,9 m,5.1 m,"43,48 triệu/m²"
8/4/2020,"Đường Phố Lụa||1855, Phường Vạn Phúc, Quận Hà Đông, Hà Nội",Quận Hà Đông,Phường Vạn Phúc,"Nhà ngõ, hẻm",Đã có sổ,4,3 phòng,34 m²,10 m,3.4 m,"79,41 triệu/m²"
8/4/2020,"Đường Tô Hiệu, Phường Nguyễn Trãi, Quận Hà Đông, Hà Nội",Quận Hà Đông,Phường Nguyễn Trãi,"Nhà mặt phố, mặt tiền",NaN,NaN,5 phòng,50 m²,NaN,NaN,93 triệu/m²
8/4/2020,"Đường Mỗ Lao, Phường Mộ Lao, Quận Hà Đông, Hà Nội",Quận Hà Đông,Phường Mộ Lao,"Nhà ngõ, hẻm",Đã có sổ,5,9 phòng,39 m²,10 m,3.9 m,"92,31 triệu/m²"
8/4/2020,"Đường Hòa Bình||1785, Phường Yên Nghĩa, Quận Hà Đông, Hà Nội",Quận Hà Đông,Phường Yên Nghĩa,"Nhà ngõ, hẻm",Đã có sổ,4,3 phòng,40 m²,6.7 m,6 m,"40,5 triệu/m²"
8/4/2020,"Yên Lộ, Phường Yên Nghĩa, Quận Hà Đông, Hà Nội",Quận Hà Đông,Phường Yên Nghĩa,"Nhà ngõ, hẻm",Đã có sổ,NaN,3 phòng,35 m²,NaN,NaN,"57,14 triệu/m²"
8/4/2020,"hòa bình, Phường Yên Nghĩa, Quận Hà Đông, Hà Nội",Quận Hà Đông,Phường Yên Nghĩa,"Nhà ngõ, hẻm",Đã có sổ,4,3 phòng,37 m²,10 m,3.7 m,"37,84 triệu/m²"
8/4/2020,"Đường Huyền Kỳ, Phường Phú Lương, Quận Hà Đông, Hà Nội",Quận Hà Đông,Phường Phú Lương,"Nhà ngõ, hẻm",Đã có sổ,NaN,3 phòng,30 m²,NaN,NaN,"56,67 triệu/m²"
8/4/2020,"Đường Phố Lụa||1855, Phường Vạn Phúc, Quận Hà Đông, Hà Nội",Quận Hà Đông,Phường Vạn Phúc,"Nhà ngõ, hẻm",Đã có sổ,4,3 phòng,33 m²,NaN,NaN,"81,82 triệu/m²"
8/4/2020,"Hà Trì 1, Phường Hà Cầu, Quận Hà Đông, Hà Nội",Quận Hà Đông,Phường Hà Cầu,"Nhà ngõ, hẻm",Đã có sổ,4,4 phòng,38 m²,NaN,NaN,"61,84 triệu/m²"
8/4/2020,"Đường Văn Khê, Phường La Khê, Quận Hà Đông, Hà Nội",Quận Hà Đông,Phường La Khê,Nhà phố liền kề,NaN,NaN,6 phòng,5 m²,NaN,NaN,"1,96 tỷ/m²"
8/4/2020,"Đường Yên Nghĩa||1927, Phường Yên Nghĩa, Quận Hà Đông, Hà Nội",Quận Hà Đông,Phường Yên Nghĩa,"Nhà ngõ, hẻm",Đã có sổ,4,3 phòng,30 m²,NaN,NaN,"58,33 triệu/m²"
8/4/2020,"Đường Quốc lộ 21B, Phường Phú Lãm, Quận Hà Đông, Hà Nội",Quận Hà Đông,Phường Phú Lãm,"Nhà ngõ, hẻm",NaN,NaN,3 phòng,35 m²,NaN,NaN,"46,29 triệu/m²"
8/4/2020,"Đường Lê Trọng Tấn, Phường La Khê, Quận Hà Đông, Hà Nội",Quận Hà Đông,Phường La Khê,"Nhà ngõ, hẻm",NaN,NaN,4 phòng,39 m²,NaN,7.2 m,"99,23 triệu/m²"
8/4/2020,"Chọ Bắc Lãm, Phường Phú Lương, Quận Hà Đông, Hà Nội",Quận Hà Đông,Phường Phú Lương,"Nhà ngõ, hẻm",NaN,NaN,3 phòng,33 m²,NaN,NaN,"46,97 triệu/m²"
8/4/2020,"Lê Trọng Tấn, Phường La Khê, Quận Hà Đông, Hà Nội",Quận Hà Đông,Phường La Khê,"Nhà ngõ, hẻm",Đã có sổ,4,4 phòng,33 m²,NaN,5.2 m,"71,82 triệu/m²"
8/4/2020,"Huyền Kỳ, Phường Phú Lãm, Quận Hà Đông, Hà Nội",Quận Hà Đông,Phường Phú Lãm,"Nhà ngõ, hẻm",Đã có sổ,4,4 phòng,33 m²,NaN,NaN,"51,52 triệu/m²"
8/4/2020,"Đường Phan Đình Giót||1851, Phường La Khê, Quận Hà Đông, Hà Nội",Quận Hà Đông,Phường La Khê,"Nhà ngõ, hẻm",Đã có sổ,NaN,4 phòng,35 m²,NaN,NaN,"62,86 triệu/m²"
8/4/2020,"Đường Phan Đình Giót||1851, Phường La Khê, Quận Hà Đông, Hà Nội",Quận Hà Đông,Phường La Khê,"Nhà ngõ, hẻm",Đã có sổ,4,4 phòng,34 m²,10 m,3.5 m,"58,24 triệu/m²"
8/4/2020,"Đường Lê Trọng Tấn, Phường La Khê, Quận Hà Đông, Hà Nội",Quận Hà Đông,Phường La Khê,"Nhà ngõ, hẻm",Đã có sổ,NaN,3 phòng,33 m²,NaN,NaN,"66,06 triệu/m²"
8/4/2020,"Cầu Khê Tang, Phường Yên Nghĩa, Quận Hà Đông, Hà Nội",Quận Hà Đông,Phường Yên Nghĩa,"Nhà ngõ, hẻm",NaN,NaN,3 phòng,33 m²,NaN,NaN,"37,88 triệu/m²"
8/4/2020,"Đường Nhân Huệ, Phường Đồng Mai, Quận Hà Đông, Hà Nội",Quận Hà Đông,Phường Đồng Mai,"Nhà ngõ, hẻm",Đã có sổ,3,3 phòng,42 m²,NaN,NaN,"32,86 triệu/m²"
8/4/2020,"Đa Sỹ, Phường Hà Cầu, Quận Hà Đông, Hà Nội",Quận Hà Đông,Phường Hà Cầu,"Nhà ngõ, hẻm",Đã có sổ,4,4 phòng,43 m²,NaN,NaN,"68,6 triệu/m²"
8/4/2020,"Phố Lụa, Phường Vạn Phúc, Quận Hà Đông, Hà Nội",Quận Hà Đông,Phường Vạn Phúc,"Nhà ngõ, hẻm",Đã có sổ,4,3 phòng,32 m²,NaN,NaN,"70,31 triệu/m²"
8/4/2020,"Đường Thanh Bình, Phường Mộ Lao, Quận Hà Đông, Hà Nội",Quận Hà Đông,Phường Mộ Lao,"Nhà ngõ, hẻm",Đã có sổ,NaN,2 phòng,47 m²,NaN,5.4 m,"60,64 triệu/m²"
8/4/2020,"Đa Sỹ, Phường Kiến Hưng, Quận Hà Đông, Hà Nội",Quận Hà Đông,Phường Kiến Hưng,"Nhà mặt phố, mặt tiền",Đã có sổ,5,5 phòng,45 m²,NaN,NaN,100 triệu/m²
8/4/2020,"Đường Nguyễn Công Trứ, Phường Phúc La, Quận Hà Đông, Hà Nội",Quận Hà Đông,Phường Phúc La,"Nhà ngõ, hẻm",NaN,NaN,5 phòng,50 m²,NaN,NaN,126 triệu/m²
